0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
-0.022777371,0.15970705,-0.114209935,-0.05293439,0.0013894028,0.0,0.0,0.0,0.013745032,0.0,-0.0047195475,0.0,-0.100517124,0.0,-0.0025244548,-0.0018972601,-0.35843536,0.0,0.16579586,0.0,0.0,-0.043369647,0.0,0.0,0.0,0.0,0.0,0.12999947,0.0,0.0007378072,-0.009753089,0.0,-0.027803997,-0.002082019,0.0,-0.028935755,0.5032206,-0.030314967,0.037798844,-0.24214752,0.0,-0.002424514,0.0005887636,-0.13945691,-0.0044233957
-0.009707291,-0.111166835,-0.1172239,-0.007855957,0.0008880644,0.0,0.0,0.0,0.02685888,0.0,-0.0047195475,0.0,0.13127643,0.0,0.001603096,-0.0018972601,-0.29053494,0.0,0.17298697,0.0,0.0,0.07335449,0.0,0.0,0.0,0.0,0.0,0.1661259,0.0,0.00046389567,-0.009753089,0.0,-0.034313455,-0.002082019,0.0,-0.019613694,0.44971436,-0.030314967,0.02209337,0.10986505,0.0,-0.0021067285,0.0005887636,0.30745208,0.001407335
-0.021778181,-0.4340433,-0.3918229,-0.09926799,0.0001476258,0.0,0.0,0.0,0.02233924,0.0,-0.019792344,0.0,-0.063008346,0.0,-0.00041246324,0.00013513495,-0.13666384,0.0,-0.233267,0.0,0.0,-0.04911038,0.0,0.0,0.0,0.0,0.0,-0.25410125,0.0,0.0007378072,0.0037387437,0.0,-0.025564205,0.0010527901,0.0,-0.07636209,-0.908071,-0.08801111,-0.28074378,-0.08845511,0.0,-0.025037764,-0.0066033686,-0.13508107,0.001407335
0.050331514,-0.115673274,-0.03851156,-0.11181517,-0.0012802833,0.0,0.0,0.0,0.02014675,0.0,-0.0042897584,0.0,0.12327437,0.0,0.001603096,0.00082474446,0.19385442,0.0,0.17165288,0.0,0.0,0.044829186,0.0,0.0,0.0,0.0,0.0,0.14284505,0.0,0.00059738336,-0.009753089,0.0,-0.029223438,-0.002082019,0.0,-0.01817747,0.5400251,-0.030314967,0.0239635,0.08709512,0.0,-0.0015209079,0.0006897679,0.28012785,0.001407335
-0.014322828,-0.55207336,-0.21598917,-0.0731734,0.0044367104,0.0,0.0,0.0,-0.074639454,0.0,-0.004486008,0.0,0.06355904,0.0,0.001603096,-0.0018972601,-0.12764552,0.0,0.25396723,0.0,0.0,0.05645924,0.0,0.0,0.0,0.0,0.0,0.1759647,0.0,0.0007378072,0.010109393,0.0,0.031439926,-0.002082019,0.0,-0.07653732,-0.9125887,-0.112991,-0.13561186,0.07434372,0.0,0.0059297876,0.0005887636,-0.2606563,0.00047790786
-0.021778181,-0.28367758,-0.41767284,-0.09351195,0.0001476258,0.0,0.0,0.0,-0.050467588,0.0,-0.019792344,0.0,-0.06154816,0.0,-0.00041246324,0.0011452292,-0.14377964,0.0,-0.23347002,0.0,0.0,-0.06740921,0.0,0.0,0.0,0.0,0.0,-0.25379807,0.0,0.0007378072,0.0037387437,0.0,-0.009893382,0.0010527901,0.0,-0.07666607,-0.9151868,-0.08801111,-0.28074378,-0.08845511,0.0,-0.025219956,0.00056854245,-0.10950333,-0.0044233957
-0.02186572,-0.39715284,0.6009114,-0.059587654,-0.0039626732,0.0,0.0,0.0,0.050505497,0.0,-0.0028311147,0.0,0.03871204,0.0,0.0008860773,0.0011452292,0.109410174,0.0,-0.21501592,0.0,0.0,-0.05915011,0.0,0.0,0.0,0.0,0.0,-0.18654086,0.0,-0.010383418,0.0037387437,0.0,0.051033277,0.000697852,0.0,0.01862815,-0.8125166,-0.155018,-0.21879917,-0.14375089,0.0,-0.0018840398,0.00056854245,0.13287579,0.00047790786
-0.013653941,-0.19023345,-0.12713312,-0.02010276,-0.0012802833,0.0,0.0,0.0,0.015383462,0.0,-0.0047195475,0.0,-0.12443034,0.0,-0.0007462308,-0.0018972601,-0.2921925,0.0,0.14673321,0.0,0.0,0.03336346,0.0,0.0,0.0,0.0,0.0,0.14551632,0.0,0.0007378072,-0.009753089,0.0,-0.036585398,-0.002082019,0.0,-0.036955625,0.46405035,-0.030314967,0.03072314,0.09387963,0.0,-0.0020425096,0.0005887636,-0.22077869,-0.0044233957
-0.01186203,-0.3079239,-0.14911272,-0.17268166,-0.00010916684,0.0,0.0,0.0,0.02387236,0.0,0.054397523,0.0,0.11458477,0.0,-0.0007462308,-0.0015942659,-0.13423666,0.0,0.27627322,0.0,0.0,0.065618,0.0,0.0,0.0,0.0,0.0,0.15567943,0.0,0.00046389567,0.010109393,0.0,0.042467006,0.002744601,0.0,0.08782441,-0.7011402,0.15880366,0.022103824,0.09018622,0.0,-0.0065584024,0.0005887636,0.2582351,0.00047790786
-0.009860332,0.9432135,0.51542634,0.071808755,0.005501175,0.0,0.0,0.0,-0.08170621,0.0,-0.0047603124,0.0,0.08611985,0.0,0.0017877159,0.012792513,0.1805833,0.0,-0.29617906,0.0,0.0,0.09444597,0.0,0.0,0.0,0.0,0.0,0.1689356,0.0,0.0056710923,0.008210573,0.0,0.018557703,0.002744601,0.0,0.020858275,0.5804664,-0.039525364,0.05030064,0.117909595,0.0,-0.0016983892,0.0029948216,0.16489041,0.0003059106
-0.0083063375,-0.11432704,0.064239025,-0.11705837,-0.006444211,0.0,0.0,0.0,-0.05435074,0.0,-0.0042897584,0.0,-0.13250428,0.0,-0.0007462308,0.0011452292,0.1969984,0.0,0.16087706,0.0,0.0,0.061350297,0.0,0.0,0.0,0.0,0.0,0.15943864,0.0,0.00059738336,0.010109393,0.0,0.042007178,0.002744601,0.0,0.018926028,0.5390507,-0.040954176,0.0240124,0.09124056,0.0,-0.0022889215,0.0006897679,0.21498628,0.00047790786
-0.013063697,0.16142334,-0.34829623,-0.034590896,-0.0037612498,0.0,0.0,0.0,0.017643085,0.0,-0.0045834514,0.0,-0.095611036,0.0,-0.00083217025,0.0011452292,-0.3768193,0.0,-0.33362752,0.0,0.0,-0.045798384,0.0,0.0,0.0,0.0,0.0,-0.322814,0.0,0.0007378072,0.0037387437,0.0,-0.028284147,0.0010527901,0.0,-0.028935755,0.48308316,-0.026857154,0.08037615,0.07025366,0.0,-0.017787745,0.00056854245,-0.1136558,-0.0044233957
0.049819373,0.3698727,-0.09603267,-0.03124236,-0.0012802833,0.0,0.0,0.0,0.022292038,0.0,-0.0042897584,0.0,0.13127643,0.0,0.0054231794,0.00082474446,0.2284706,0.0,0.19676073,0.0,0.0,0.05696327,0.0,0.0,0.0,0.0,0.0,0.17393737,0.0,0.00059738336,-0.009753089,0.0,-0.029193787,-0.002082019,0.0,-0.017821584,0.60221684,-0.030314967,0.022736453,0.09850131,0.0,-0.0015209079,0.0006897679,0.24309964,0.001407335
0.10555064,-0.79890597,0.47289452,0.085934676,0.0024119657,0.0,0.0,0.0,0.02355957,0.0,-0.0028311147,0.0,0.047392182,0.0,0.001603096,0.00082474446,0.07558083,0.0,0.21574757,0.0,0.0,0.051296372,0.0,0.0,0.0,0.0,0.0,0.15327428,0.0,0.0008712949,0.010109393,0.0,0.056601703,0.002744601,0.0,0.07309928,-0.949262,-0.18081579,-0.09763001,-0.2567811,0.0,0.0030967796,0.0006897679,-0.1608926,0.00047790786
